If you have any questions or corrections please email Franklin (ffein@stanford.edu),,Please let us know which metrics you found most useful and suggestions for more! https://forms.gle/U7cqAyRm2huJCn3a7,,,,,Last updated: 6/1/2021,,,,,,,,,,,
Assession Number,Dataset URL,Dataset name,Dataset made public (MM/DD/YYYY),Most recent snapshot date (MM/DD/YYYY),# of subjects,Modalities available?,DX status(es),Ages (range),Tasks completed?,# of trials (if applicable),Study design,Domain studied,Longitudinal?,Processed data?,Species?,DOI of paper associated with DS (from submitter lab),DOI of paper because DS on OpenNeuro,"Senior Author (lab that collected data) Last, First"
ds003484,https://openneuro.org/datasets/ds003484/versions/1.0.0,Foraging in competitive and hazardous environments,2/3/2021,2/3/2021,20,MRI - anat,Healthy/Control,"18-25, 26-34, 35-50",,,,,No,Yes,Human,10.1101/2020.09.11.294058,,"Mobbs, Dean"
ds003487,https://openneuro.org/datasets/ds003487/versions/2.0.0,Differential contributions of ventral striatum subregions in the motivational and hedonic components of the affective response to reward,5/2/2021,5/2/2021,24,"MRI - anat, MRI - func, Field map, beh",Healthy/Control,"18-25, 26-34","PIT, hedonic",,,Reward processing,No,No,Human,,,"Sander, David"
ds003490,https://openneuro.org/datasets/ds003490/versions/1.1.0,EEG: 3-Stim Auditory Oddball and Rest in Parkinson's,1/27/2021,1/27/2021,50,EEG,"Healthy/Control, Parkinson patients","51-65, 66+",Rest,,,,No,No,Human,,,"Cavanagh, James"
ds003495,https://openneuro.org/datasets/ds003495/versions/1.0.0,dStreamUpgrade,2/1/2021,1/30/2021,24,"MRI - anat, MRI - func, MRI - dwi",Healthy/Control,,"emomatching, restingstate",40,,,Yes,Yes,Human,,,"Scholte, Steven"
ds003498,https://openneuro.org/datasets/ds003498/versions/1.0.0,iEEG Interictal Asleep HFO Dataset,3/10/2021,2/1/2021,20,iEEG,Epilepsy,"18-25, 26-34, 35-50",,,observational,,Yes,No,Human,10.1038/s41598-017-13064-1,,"Sarnthein, Johannes"
ds003500,https://openneuro.org/datasets/ds003500/versions/1.1.0,Response inhibition and selective attention in adults and children with and without ADHD,2/25/2021,2/19/2021,38,"MRI - anat, MRI - func","Healthy/Control, ADHD","11-17, 18-25, 26-34","Conjunction Target, 1 and 9 shapes, Feature Selection, Conjunction Target, 1 shape, Response Inhibition, Conjunction Target, 9 shapes, Response Inhibition, Feature Target, 1 and 9 shapes, Feature Selection, Feature Target, 1 shape, Response Inhibition, Feature Target, 9 shapes, Response Inhibition",,,,No,No,Human,"10.1111/j.1469-7610.2004.00337.x, 10.1016/S1053-8119(03)00404-X",,"Mesulam, M. Marsel"
ds003505,https://openneuro.org/datasets/ds003505/versions/1.0.1,VEPCON: Source imaging of high-density visual evoked potentials with multi-scale brain parcellations and connectomes,3/11/2021,3/10/2021,20,"MRI - anat, MRI - dwi",Healthy/Control,"18-25, 26-34",,300,"fully crossed factorial design, randomized presentation orders","Visual evoked potentials (faces, motion), brain anatomy, connectivity",No,Yes,Human,,,"Plomp, Gijs"
ds003506,https://openneuro.org/datasets/ds003506/versions/1.1.0,EEG: Reinforcement Learning in Parkinson's,2/5/2021,2/5/2021,56,EEG,"Healthy/Control, Parkinson","51-65, 66+",ReinforcementLearning,,,,No,No,Human,"10.1016/j.brainres.2019.146541, 10.1016/j.cortex.2017.02.021",,"Cavanagh, James"
ds003507,https://openneuro.org/datasets/ds003507/versions/1.0.1,fMRI: Audiovisual Valence Congruence,2/6/2021,2/7/2021,21,"MRI - anat, MRI - func, Field Map",Healthy/Control,"18-25, 26-34",affect,168,,,No,No,Human,10.1162/jocn_a_01553,,"Shinkareva, Svetlana"
ds003508,https://openneuro.org/datasets/ds003508/versions/1.0.0,Language Learning Aptitude dataset,2/9/2021,2/8/2021,57,"MRI - anat, MRI - dwi",,18-25,,,,,No,No,Human,,,"Roll, Mikael"
ds003509,https://openneuro.org/datasets/ds003509/versions/1.1.0,EEG: Simon Conflict in Parkinson's,2/8/2021,2/8/2021,56,EEG,"Healthy/Control, Parkinson","51-65, 66+",SimonConflict,,,,No,No,Human,"10.1016/j.cortex.2017.02.021, 10.1016/j.neuropsychologia.2018.05.020",,"Cavanagh, James"
ds003511,https://openneuro.org/datasets/ds003511/versions/1.1.1,Evidence supporting a time-limited hippocampal role in retrieving autobiographical memories,3/7/2021,3/8/2021,40,"MRI - anat, MRI - func",,"18-25, 26-34",Recall,,,,No,Yes,Human,,,"Martin, Alex"
ds003516,https://openneuro.org/datasets/ds003516/versions/1.1.0,EEG: Attended Speaker Paradigm (Own Name in Ignored Stream),2/12/2021,2/12/2021,25,EEG,,"18-25, 26-34",AttendedSpeakerParadigmOwnName,,,,No,No,Human,,,"Debener, Stefan"
ds003517,https://openneuro.org/datasets/ds003517/versions/1.1.0,EEG: Continuous gameplay of an 8-bit style video game,2/15/2021,2/15/2021,17,EEG,Healthy/Control,18-25,ContinuousVideoGamePlay,,,,No,No,Human,10.1016/j.neuroimage.2016.02.075,,"Cavanagh, James"
ds003518,https://openneuro.org/datasets/ds003518/versions/1.1.0,EEG: Simon Conflict w/ Reinforcement + Cabergoline Challenge,2/16/2021,2/16/2021,110,EEG,Healthy/Control,"18-25, 26-34",SimonConflict,,,,No,No,Human,10.1038/ncomms6394,,"Frank, Michael"
ds003519,https://openneuro.org/datasets/ds003519/versions/1.1.0,EEG: Visual Working Memory + Cabergoline Challenge,2/17/2021,2/17/2021,27,EEG,Healthy/Control,18-25,VisualWorkingMemory,,,,No,No,Human,10.3758/s13415-018-0584-6,,"Frank, Michael "
ds003520,https://openneuro.org/datasets/ds003520/versions/1.0.1,Rat_rest_STZ,2/24/2021,2/24/2021,17,"MRI - anat, MRI - func","Healthy/Control, streptozotocin",,rest,,,,Yes,No,Rats,"10.1016/j.neuroimage.2020.117498, arXiv:2001.09857",,"Jelescu, Ileana"
ds003521,https://openneuro.org/datasets/ds003521/versions/1.0.0,FridayNightLights_Study2,2/19/2021,2/18/2021,35,"MRI - anat, MRI - func",Healthy/Control,18-25,movie,,,,No,No,Human,10.1101/487892,,"Manning, Jeremy"
ds003522,https://openneuro.org/datasets/ds003522/versions/1.1.0,EEG: Three-Stim Auditory Oddball and Rest in Acute and Chronic TBI,2/19/2021,2/19/2021,96,EEG,"Healthy/Control, sub-acute mild TBI and chronic TBI","18-25, 26-34, 35-50, 51-65",ThreeStimAuditoryOddball,,,,Yes,No,Human,10.1016/j.neuropsychologia.2019.107125,,"Quinn, Davin"
ds003523,https://openneuro.org/datasets/ds003523/versions/1.1.0,EEG: Visual Working Memory in Acute TBI,2/22/2021,2/22/2021,91,EEG,"Healthy/Control, sub-acute mild TBI","18-25, 26-34, 35-50, 51-65",VisualWorkingMemory,,,,Yes,No,Human,"10.1027/0269-8803/a000268, 10.1016/j.cortex.2019.06.011, 10.1007/s11682-019-00171-y, 10.1016/j.neuropsychologia.2019.107125",,"Cavanagh, James"
ds003524,https://openneuro.org/datasets/ds003524/versions/1.0.0,FridayNightLights_Study1,2/23/2021,2/22/2021,13,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34",movie,,,,No,No,Human,10.1101/487892,,"Manning, Jeremy"
ds003540,https://openneuro.org/datasets/ds003540/versions/1.0.0,Which multiband factor should you choose for your resting-state fMRI study?,2/24/2021,2/23/2021,32,"MRI - anat, MRI - func",Healthy/Control,,rest,,,,No,No,Human,,,"Qiu, Deqiang"
ds003542,https://openneuro.org/datasets/ds003542/versions/1.0.0,Adult language learners,2/23/2021,2/23/2021,34,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34, 35-50, 51-65, 66+","compL1, compLn, prodL1, prodLn",,,,No,Yes,Human,"10.1016/j.neuroimage.2019.116040, 10.1523/JNEUROSCI.0851-20.2020",,"Paz-Alonso, Pedro"
ds003545,https://openneuro.org/datasets/ds003545/versions/1.0.0,Adolescent language learners,2/24/2021,2/23/2021,24,"MRI - anat, MRI - func",Healthy/Control,11-17,"compL1, compLn, prodL1, prodLn",,,,Yes,Yes,Human,10.1523/JNEUROSCI.0851-20.2020,,"Paz-Alonso, Pedro"
ds003548,https://openneuro.org/datasets/ds003548/versions/1.0.0,Emotion Category and Face Perception Task Optimized for Multivariate Pattern Analysis,2/25/2021,2/24/2021,16,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34","Emotional face perception, Resting state, awake, closed eyes",,,,No,No,Human,,,"Barrios, Fernando"
ds003552,https://openneuro.org/datasets/ds003552/versions/1.0.4,Prediction Error VR (reach-to-touch),3/1/2021,3/1/2021,19,"EEG, motion",Healthy/Control,"18-25, 26-34",ReachToTouchPredictionError,,,,No,No,Human,10.1145/3290605.3300657,,"Gramann, Klaus"
ds003555,https://openneuro.org/datasets/ds003555/versions/1.0.1,Dataset of EEG recordings of pediatric patients with epilepsy based on the 10-20 system,3/6/2021,3/8/2021,30,EEG,Epilepsy,"0-10, 11-17",hfo,,,,No,Yes,Human,,,"Sarnthein, Johannes"
ds003563,https://openneuro.org/datasets/ds003563/versions/1.0.1,Data from: Comprehensive ultrahigh resolution whole brain in vivo MRI dataset as a human phantom,3/12/2021,3/12/2021,1,MRI - anat,Healthy/Control,35-50,,,,,Yes,Yes,Human,10.1038/sdata.2017.32,,"Speck, Oliver"
ds003568,https://openneuro.org/datasets/ds003568/versions/1.0.2,Mood induction in MDD and healthy adolescents,3/16/2021,3/18/2021,51,"MRI - anat, MEG","Healthy/Control, Major depression","11-17, 18-25","mmi3, rest",,,,No,No,Human,10.1101/2021.03.04.433969,,"Stringaris, Argyris"
ds003569,https://openneuro.org/datasets/ds003569/versions/1.0.0,Transposition confusability during visual word recognition,3/18/2021,3/17/2021,25,"MRI - anat, MRI - func",,18-25,LDT,,,,No,Yes,Human,,,"Nam, Kichun"
ds003570,https://openneuro.org/datasets/ds003570/versions/1.0.0,EEG: Improvisation and Musical Structures,3/20/2021,3/19/2021,40,EEG,Healthy/Control,"18-25, 26-34, 35-50",AuditoryOddballChords,,,,No,No,Human,"10.1177/0305735618779444, 10.1101/2021.02.25.432633",,"Sajda, Paul"
ds003574,https://openneuro.org/datasets/ds003574/versions/1.0.0,Reward biases spontaneous neural reactivation during sleep,3/26/2021,3/25/2021,18,"MRI - anat, MRI - func, EEG",,18-25,"Face-Maze game, Rest during sleep with simultaneous EEG",,,,No,Yes,Human,,,"Schwartz, Sophie"
ds003590,https://openneuro.org/datasets/ds003590/versions/1.0.0,Robust joint registration of multiple stains and MRI for multimodal 3D histology reconstruction: Application to the Allen human brain atlas,3/30/2021,3/29/2021,1,MRI - anat,,,,,,,No,Yes,,,,"Iglesias, Eugenio"
ds003599,https://openneuro.org/datasets/ds003599/versions/1.0.0,White matter deficits in cocaine use disorder V1.0,4/5/2021,4/1/2021,133,MRI - dwi,cocaine use disorder,,,,,,No,No,Human,,,"Grassi-Oliveira, Rodrigo"
ds003604,https://openneuro.org/datasets/ds003604/versions/1.0.2,"A longitudinal neuroimaging dataset on language processing in children ages 5, 7, and 9 years old",4/16/2021,4/26/2021,322,"MRI - anat, MRI - func, MRI - dwi",,0-10,"Grammaticality Task, Sound Task, Plausability Task, Meaning Task",,,,Yes,Yes,Human,10.31234/osf.io/tpndf,,"Booth, James"
ds003606,https://openneuro.org/datasets/ds003606/versions/1.0.0,Differences in Chemo-signaling Compound-Evoked Brain Activity in Male and Female Young Adults: A Pilot Study in the Role of Sexual Dimorphism in Olfactory Chemo-Signaling,4/10/2021,4/9/2021,29,"MRI - anat, MRI - func",,18-25,PheromoneOlfaction,,,,No,No,Human,,,"Wisco, Jonathan"
ds003608,https://openneuro.org/datasets/ds003608/versions/1.0.1,Chinese Character-Sound Integration MEG Dataset,4/27/2021,4/27/2021,25,MEG,Healthy/Control,"18-25, 26-34",audiovisual,,,,No,Yes,Human,10.3389/fnhum.2019.00018,,"Hämäläinen, Jarmo"
ds003612,https://openneuro.org/datasets/ds003612/versions/1.0.0,MRI Lab Graz: The impact of handedness on the neural correlates during kinesthetic motor imagery: a FMRI study,4/16/2021,4/13/2021,51,"MRI - anat, MRI - func, Field map",Healthy/Control,"18-25, 26-34","execution, imagery",,,,No,No,Human,,,
ds003620,https://openneuro.org/datasets/ds003620/versions/1.0.1,Runabout: A mobile EEG study of auditory oddball processing in laboratory and real-world conditions,4/20/2021,4/23/2021,44,EEG,Healthy/Control,"18-25, 26-34, 35-50",Oddball,,Within-subject,Attention,No,Yes,Human,,,"Bornkessel-Schlesewsky, Ina"
ds003626,https://openneuro.org/datasets/ds003626/versions/1.0.2,Inner Speech,4/17/2021,4/20/2021,10,EEG,Healthy/Control,"26-34, 35-50",,5640,,Inner Speech,No,Yes,Human,10.1101/2021.04.19.440473,,"Spies, Ruben"
ds003633,https://openneuro.org/datasets/ds003633/versions/1.0.1,ForrestGump-MEG,5/16/2021,5/17/2021,11,"MRI - anat, MEG",Healthy/Control,18-25,"movie, noise",,,,No,Yes,Human,,,"Zhen, Zonglei"
ds003634,https://openneuro.org/datasets/ds003634/versions/1.0.0,Finnish Letter-Sound Integration MEG Dataset,4/27/2021,4/27/2021,29,"MRI - anat, MEG",Healthy/Control,0-10,audiovisual,,,,No,Yes,Human,10.3389/fnhum.2018.00304,,"Hämäläinen, Jarmo"
ds003639,https://openneuro.org/datasets/ds003639/versions/1.0.0,In-scanner head motion and structural covariance networks,4/30/2021,4/27/2021,29,MRI - anat,Healthy/Control,"18-25, 26-34, 35-50, 51-65",,,,,No,No,Human,,,"Pardoe, Heath"
ds003642,https://openneuro.org/datasets/ds003642/versions/1.1.0,CEREBRUM-7T: Fast and Fully-volumetric Brain Segmentation of 7 Tesla MR Volumes,4/27/2021,4/27/2021,3,MRI - anat,,,,,anatomical acquisition,MRI segmentation,No,Yes,Human,10.1101/2020.07.07.191536,,"Muckli, Lars"
ds003643,https://openneuro.org/datasets/ds003643/versions/1.0.1,Le Petit Prince: A multilingual fMRI corpus using ecological stimuli,5/26/2021,6/1/2021,111,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34","lppCN, lppEN, lppFR",,,,No,Yes,Human,,,"Pallier, Christophe"
ds003645,https://openneuro.org/datasets/ds003645/versions/1.0.0,Face processing MEEG dataset with HED annotation,5/20/2021,5/10/2021,18,"MRI - anat, EEG",Healthy/Control,"18-25, 26-34","FaceRecognition, FacePerception",,,,No,No,Human,10.1038/sdata.2015.1,,"Henson, Richard"
ds003647,https://openneuro.org/datasets/ds003647/versions/1.0.0,Deciphering the scopolamine rat model by preclinical functional MRI,5/7/2021,5/6/2021,34,"MRI - anat, MRI - func",Healthy/Control,,"rest, whiskerasl, whiskerepi",,"cross-over, drug effect","scopolamine, sensory response",Yes,No,rat,10.1101/2020.04.08.031534,,"Czurkó, András"
ds003655,https://openneuro.org/datasets/ds003655/versions/1.0.0,VerbalWorkingMemory,3/13/2021,3/14/2021,156,EEG,Healthy/Control,"18-25, 26-34",VerbalWorkingMemory,,,,No,No,Human,10.1101/2021.03.13.435253,,"Kotchoubey, Boris"
ds003669,https://openneuro.org/datasets/ds003669/versions/1.0.0,Confidence in Detection and Discrimination,5/29/2021,5/29/2021,47,"MRI - anat, MRI - func, Field map",Healthy/Control,"18-25, 26-34",visual detection and discrimination,400,Event related design,Perceptual metacognition,No,No,Human,10.7554/eLife.53900,,"Fleming, Stephen"
