,AccessionNumber,Dataset URL,Dataset name,ReleaseDate,Most recent snapshot date (MM/DD/YYYY),NSubjects,Modalities,DX status(es),Ages (range),Tasks completed?,# of trials (if applicable),Study design,Domain studied,Longitudinal?,Processed data?,Species,DOI of paper associated with DS (from submitter lab),DOI of paper because DS on OpenNeuro,"Senior Author (lab that collected data) Last, First"
653,ds004006,https://openneuro.org/datasets/ds004006/versions/1.0.4,Stat Learning,1/24/2022,1/24/2022,41,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","AB Pairs, Random Ordered",,,,No,No,,,https://elifesciences.org/articles/68344,"Turk-Browne, N.B."
654,ds004007,https://openneuro.org/datasets/ds004007/versions/1.0.2,Music Event Segmentation,1/24/2022,1/24/2022,25,"MRI - func, MRI - anat",,,Listen,,,,No,No,,,,"Baldassano, C."
655,ds004009,https://openneuro.org/datasets/ds004009/versions/1.0.0,Abstract-Category-Signal,1/25/2022,1/25/2022,33,"MRI - func, MRI - anat",,,"memsamp, exemplarLocaliser, motionLocaliser",,,"Catgeory learning, concept learning, abstract representations, task",No,No,Human,,"Mok & Love, 2021, An abstract neural representation of category membership beyond information coding stimulus or response. Journal of Cognitive Neuroscience.","Love, Bradley C."
656,ds004010,https://openneuro.org/datasets/ds004010/versions/1.0.0,MAVIS,1/26/2022,1/26/2022,24,EEG,,,MAVIS,,,,No,No,,,,"Obleser, Jonas"
657,ds004011,https://openneuro.org/datasets/ds004011/versions/1.0.3, ,2/8/2022,2/8/2022,22,MEG,,"18-25, 26-34, 35-50",occlusion,,,,No,Yes,Human,,,"Baker, Chris"
658,ds004012,https://openneuro.org/datasets/ds004012/versions/1.0.0,BRAR_NQ,12/21/2023,12/21/2023,30,MEG,Healthy / Control,,"rest01, stim02, stim01, stim03, stim06, stim04, stim05, stim07, rest02, stim08",,Cross-over,,No,No,Human,10.1007/978-981-287-778-9_15,,"Mustapha, Muzaimi"
659,ds004015,https://openneuro.org/datasets/ds004015/versions/1.0.2,Attended speaker paradigm (cEEGrid data),3/30/2022,3/30/2022,36,EEG,,"18-25, 26-34",AttendedSpeakerParadigmcEEGridAttention,,,EEG,No,No,Human,,,"Mirkovic, Bojana"
660,ds004017,https://openneuro.org/datasets/ds004017/versions/1.0.3,B/D Motor Intervention for Learning,3/17/2023,3/17/2023,21,EEG,,,,,,"Electrophysiology, Education",No,No,Human,,,"Wienecke, Jacob"
661,ds004018,https://openneuro.org/datasets/ds004018/versions/2.0.0,EEG recordings for 200 object images presented in RSVP sequences at 5Hz or 20Hz,2/9/2022,2/9/2022,16,EEG,Healthy / Control,"18-25, 26-34, 35-50",rsvp,16000,RSVP,vision,Yes,No,Human,https://doi.org/10.1016/j.neuroimage.2018.12.046,https://doi.org/10.1016/j.neuroimage.2018.12.046,"Carlson, T.A."
662,ds004019,https://openneuro.org/datasets/ds004019/versions/1.0.0,Effect of obesity on arithmetic processing in preteens with high and low math skills. An event-related potentials study,2/9/2022,2/9/2022,62,EEG,Healthy / Control,,Math task,240,Experimental,EEG,No,No,Human,,"Alatorre-Cruz, G.C., Downs, H., Hagood, D., Williams, K.D., Larson-Prior, L. (2022). Effect of obesity on arithmetic processing in preteens with high and low math skills. An event-related potentials study. Frontiers and human neuroscience. In press","Larson-Prior, Linda"
663,ds004021,https://openneuro.org/datasets/ds004021/versions/1.0.0,Visuomotor Rotation Adaptation Experiment,3/17/2022,3/17/2022,32,"MRI - func, MRI - anat",Healthy / Control,,"Resting State, Visuomotor Rotation Task, Washout Task",1060,,"Motor learning, motor control",No,No,Human,,,"Gallivan, Jason. P"
664,ds004022,https://openneuro.org/datasets/ds004022/versions/1.0.0,Multimodal EEG and fNIRS Biosignal Acquisition during Motor Imagery Tasks in Patients with Orthopedic Impairment,2/15/2022,2/15/2022,7,EEG,Orthopedic Impairment,"35-50, 51-65, 66+",Motor Imagery,840,Motor imagery,EEG,Yes,No,Human,,,"Kim, Dong-Joo"
665,ds004024,https://openneuro.org/datasets/ds004024/versions/1.0.1,"TMS-EEG-MRI-fMRI-DWI data on paired associative stimulation and connectivity (Shirley Ryan AbilityLab, Chicago, IL)",2/15/2022,2/15/2022,13,"MRI - dwi, MRI - func, MRI - anat, EEG",Healthy / Control,,"ccPAS, rest, spTMS, Rest",,,EEG,Yes,No,Human,,,"Raij, Tommi"
666,ds004033,https://openneuro.org/datasets/ds004033/versions/1.0.0,Electrode walking study,4/14/2022,4/14/2022,18,EEG,Healthy / Control,"18-25, 26-34",mixed,,Repeated measures,EEG,No,No,Human,10.1111/ejn.15037,,"Debener, Stefan"
667,ds004038,https://openneuro.org/datasets/ds004038/versions/1.0.0,TOME-Go2022VestibularMRI,2/22/2022,2/22/2022,31,MRI - anat,Healthy / Control,,,,,Brain,No,No,Human,,,"Aguirre, Geoffrey K"
668,ds004040,https://openneuro.org/datasets/ds004040/versions/1.0.0,Trance channeling EEG study,2/24/2022,2/24/2022,13,EEG,,,trance,,,,No,No,,,,"Wahbeh, Helane"
669,ds004042,https://openneuro.org/datasets/ds004042/versions/1.0.1,FilmFestival,4/7/2022,4/7/2022,20,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34","movie, recall",,Naturalistic movie watching and free spoken recall,,No,No,Human,https://doi.org/10.1101/2021.04.24.441287,"Lee, H. & Chen, J. (2022). Predicting memory from the network structure of naturalistic events. Nature Communications, 13, 4235","Hasson, Uri"
670,ds004043,https://openneuro.org/datasets/ds004043/versions/1.1.0,The time-course of feature-based attention effects dissociated from temporal expectation and target-related processes,2/25/2022,2/25/2022,20,EEG,,,Temporal expectation,,,,No,No,,,,"Rich, Anina"
671,ds004044,https://openneuro.org/datasets/ds004044/versions/2.0.3,WholebodySomatotopicMapping,3/4/2022,3/4/2022,62,"MRI - func, MRI - anat",,"18-25, 26-34","motor, Motor tasks of several major body parts, including toe, ankle, left leg, right leg, finger, wrist, forearm, upper arm, jaw, lip, tongue and eye",,,,No,Yes,,,,"Zhen, Zonglei"
672,ds004056,https://openneuro.org/datasets/ds004056/versions/1.0.2,GDMotor,3/9/2022,3/9/2022,29,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",GDMotor,,,,No,No,Human,,,"Nishimura, Yukio"
673,ds004065,https://openneuro.org/datasets/ds004065/versions/1.0.0,Luminance,7/1/2022,7/1/2022,20,"MRI - func, MRI - anat",Healthy / Control,,lum,,Block Design,,No,No,Human,,,"Sanes, Jerome N."
674,ds004067,https://openneuro.org/datasets/ds004067/versions/1.0.1,Moral conviction and metacognitive ability shape multiple stages of information processing,3/13/2022,3/13/2022,80,EEG,Healthy / Control,,Sociopolitical Judgment Task,180,Event-related,Psychology,No,No,Human,,,"Decety, Jean"
675,ds004068,https://openneuro.org/datasets/ds004068/versions/1.0.3,AutomatedZShimSpinalCord,6/24/2022,6/24/2022,48,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","rest, onevol",,,,No,No,Human,,,"Eippert, Falk"
676,ds004073,https://openneuro.org/datasets/ds004073/versions/1.0.1,Comparing language lateralisation using fMRI and fTCD,3/31/2022,3/31/2022,51,"MRI - func, MRI - anat",Healthy / Control,,"PD, SC, SD, SG, WC, WG",,fMRI block design,Language,No,No,Human,,,"Karlsson, Emma"
677,ds004075,https://openneuro.org/datasets/ds004075/versions/1.0.0,what_are_we_talking_about,3/18/2022,3/18/2022,29,EEG,Healthy / Control,,"context03, context09, context10, context11",,continuous recordings,Speech processing,No,No,Human,-,-,"Winkler, István"
678,ds004078,https://openneuro.org/datasets/ds004078/versions/1.2.1,A synchronous multimodal neuroimaging dataset to study brain language processing,4/11/2022,4/11/2022,12,"MRI - func, MRI - dwi, MRI - anat, MEG",,,"Chinese-RDR, rest",,,,No,Yes,Human,,,"Zong, Chengqing"
679,ds004081,https://openneuro.org/datasets/ds004081/versions/1.0.0,Confidence in Equal and Unequal Variance Settings,8/10/2022,8/10/2022,35,"MRI - func, MRI - anat",,,unequalVariance,390,,Perception,No,No,Human,,,"Fleming, Stephen M."
680,ds004086,https://openneuro.org/datasets/ds004086/versions/1.2.0,Triple Dissociation Revisited,5/5/2022,5/5/2022,58,"MRI - func, MRI - anat",,,RecogConf,,Recognition memory,Memory,No,No,Human,,,"Kirwan, C. Brock"
681,ds004091,https://openneuro.org/datasets/ds004091/versions/2.0.0,"GAZE PRF 
",4/5/2022,4/5/2022,8,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","AttendFixGazeCenterFS, AttendFixGazeCenter, AttendFixGazeLeft, AttendFixGazeRight, AttendStimGazeCenterFS, AttendStimGazeCenter, AttendStimGazeLeft, AttendStimGazeRight",,,,No,No,Human,,,"Knapen, Tomas"
682,ds004092,https://openneuro.org/datasets/ds004092/versions/1.0.1,,3/31/2022,3/31/2022,27,"MRI - func, MRI - anat",,,Value was not specified,2,,Influence of TRPV1 receptors on central nociception,Yes,No,Rat,,,"Hess, Andreas"
683,ds004094,https://openneuro.org/datasets/ds004094/versions/1.0.1,Tesser,5/20/2022,5/20/2022,37,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50","struct, Structured object sequences",3274,Temporal community structure learning and inference,Memory and reasoning,No,No,Human,10.1101/2021.10.12.462707,,"Preston, Alison R."
684,ds004097,https://openneuro.org/datasets/ds004097/versions/1.1.0,An open-access accelerated adult equivalent of the ABCD Study neuroimaging dataset (a-ABCD),4/19/2022,4/19/2022,8,"MRI - func, MRI - dwi, MRI - anat",,,"Monetary Incentive Delay, n-back, Resting State (eyes open), Stop-Signal Task",,,,No,No,,,,"Rosenberg, Monica D."
685,ds004100,https://openneuro.org/datasets/ds004100/versions/1.1.3, ,9/21/2022,9/21/2022,57,iEEG,Epilepsy,"11-17, 18-25, 26-34, 35-50, 51-65","ictal, interictal",,,Epilepsy,No,No,Human,doi:10.1093/brain/awab480,"Bernabei, J. M., Sinha, N., Arnold, T. C., and Conrad, E. (2022). Normative Intracranial EEG Maps Epileptogenic Tissues in Focal Epilepsy. Brain.","Litt, Brian"
686,ds004101,https://openneuro.org/datasets/ds004101/versions/1.0.1,Resting-state fMRI data acquired before and after a course of infra-low frequency neurofeedback,4/18/2022,4/18/2022,9,"MRI - func, MRI - anat",Healthy / Control,"35-50, 51-65",rest,2,Observational,Resting-state fMRI,Yes,No,Human,10.3389/fnhum.2020.00192; 10.1111/psyp.13537,,"V, Pechenkova Ekaterina"
687,ds004102,https://openneuro.org/datasets/ds004102/versions/1.0.1,Stimulation of the dorsolateral prefrontsal cortex modulates brain cue reactivity to reward(un)availability,4/19/2022,4/19/2022,32,"MRI - func, MRI - anat",Healthy / Control,,cueexposure,100,sham vs verum within-subject conditions,Brain stimulation,No,No,Human,,,"Billieux, Joël"
688,ds004103,https://openneuro.org/datasets/ds004103/versions/1.0.0,Collaborations and deceptions in strategic interactions revealed by hyperscanning fMRI,5/26/2022,5/26/2022,66,"MRI - func, MRI - anat",,,OTCG,,,,No,No,,,,"Kung, Chun-Chia"
689,ds004105,https://openneuro.org/datasets/ds004105/versions/1.0.0,BCIT Auditory Cueing,5/5/2022,5/5/2022,17,EEG,,,DriveRandomSound,,,,No,No,Human,https://doi.org/10.1016/j.neuroimage.2017.02.057,,"(curation), Kay Robbins"
690,ds004106,https://openneuro.org/datasets/ds004106/versions/1.0.0,BCIT Advanced Guard Duty,4/29/2022,4/29/2022,27,EEG,,,GuardDuty,,,,No,No,Human,https://doi.org/10.1016/j.biopsycho.2015.12.009,,"(curation), Kay Robbins"
691,ds004107,https://openneuro.org/datasets/ds004107/versions/1.0.0,MIND DATA,4/22/2022,4/22/2022,8,"MRI - anat, MEG",,,"noise, auditory, index, median, rest, visual",,,,No,No,,,,"Aine, C.J."
692,ds004109,https://openneuro.org/datasets/ds004109/versions/1.0.0,Emotional learning retroactively promotes memory integration through rapid neural reactivation and reorganization,4/26/2022,4/26/2022,31,"MRI - func, MRI - anat",,"18-25, 26-34","el, pl1, rest1, pl2, rest3, rest2",72,within-subject,Neuroscience,No,No,Human,,,"Qin, Shaozheng"
693,ds004114,https://openneuro.org/datasets/ds004114/versions/1.0.0,MultiRat_rest,4/28/2022,4/28/2022,646,"MRI - anat, MRI - func",Healthy / Control,,rest,,,resting-state,No,No,Rat,,,"Hess, Andreas"
694,ds004116,https://openneuro.org/datasets/ds004116/versions/1.0.0,StandardRat,4/28/2022,4/28/2022,209,"MRI - anat, MRI - func",Healthy / Control,,rest,,,,No,No,Rat,,,"Hess, Andreas"
695,ds004117,https://openneuro.org/datasets/ds004117/versions/1.0.1,Sternberg Working Memory,6/16/2022,6/16/2022,23,EEG,,"18-25, 26-34, 35-50",WorkingMemory,,,Memory,No,No,Human,https://doi.org/10.1016/j.neuroimage.2005.04.014,,"(curation), Kay Robbins"
696,ds004118,https://openneuro.org/datasets/ds004118/versions/1.0.1,Calibration Driving,5/4/2022,5/4/2022,156,EEG,,,Drive,,,Human reaction times and fatigue.,No,No,Human,https://doi.org/10.3389/fnins.2014.00155,,"(curation), Kay Robbins"
697,ds004119,https://openneuro.org/datasets/ds004119/versions/1.0.0,BCIT Basic Guard Duty,5/4/2022,5/4/2022,21,EEG,,,GuardDuty,,,Pattern recognition,No,No,Human,https://doi.org/10.1016/j.biopsycho.2015.12.009,,"(curation), Kay Robbins"
698,ds004120,https://openneuro.org/datasets/ds004120/versions/1.0.0,BCIT Baseline Driving,5/4/2022,5/4/2022,109,EEG,,,DriveWithSpeedChange,,,Human performance during driving.,No,No,Human,https://doi.org/10.3389/fnins.2014.00155,,"(curation), Kay Robbins"
699,ds004121,https://openneuro.org/datasets/ds004121/versions/1.0.0,BCIT Mind Wandering,5/4/2022,5/4/2022,21,EEG,,,DriveWithTaskAudio,,,,No,No,,,,"(curation), Kay Robbins"
700,ds004122,https://openneuro.org/datasets/ds004122/versions/1.0.0,BCIT Speed Control,5/4/2022,5/4/2022,32,EEG,,,Drive,,,,No,No,,,,"(curation), Kay Robbins"
701,ds004123,https://openneuro.org/datasets/ds004123/versions/1.0.0,BCIT Traffic Complexity,5/4/2022,5/4/2022,29,EEG,,,DriveWithComplexity,,,,No,No,,,,"(curation), Kay Robbins"
702,ds004125,https://openneuro.org/datasets/ds004125/versions/1.0.0,Douglas hypercapnia,5/6/2024,5/6/2024,15,"MRI - anat, MRI - func",,,rest,,,Mouse fMRI anesthesia,No,No,Mouse,,,"Chakravarty, Mallar"
703,ds004127,https://openneuro.org/datasets/ds004127/versions/3.0.0,Somatosensory Cortex Rat DISC Data,8/22/2022,8/22/2022,8,iEEG,,,,,,,No,No,Rat,https://doi.org/10.1101/2021.09.20.460996,1,"Seymour, John P"
704,ds004128,https://openneuro.org/datasets/ds004128/versions/1.0.0,Neural representations of others' traits predict social decisions,5/24/2022,5/24/2022,32,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65",DG,,,,No,No,Human,,,"Jenkins, Adrianna C."
705,ds004129,https://openneuro.org/datasets/ds004129/versions/1.0.0,BIDS Phenotype Segregation Example Dataset,6/4/2022,6/4/2022,1,MRI - anat,Healthy / Control,"18-25, 26-34, 35-50, 51-65, 66+",,1,Observational,Healthy Research Volunteers (Controls) Phenotype Data,No,No,Human,,,"Thomas, Adam G."
706,ds004130,https://openneuro.org/datasets/ds004130/versions/1.0.0,BIDS Phenotype Aggregation Example Dataset,6/9/2022,6/9/2022,1,MRI - anat,Healthy / Control,"18-25, 26-34, 35-50, 51-65, 66+",,1,Observational,Healthy Research Volunteers (Controls) Phenotype Data,No,No,Human,,,"Thomas, Adam G."
707,ds004131,https://openneuro.org/datasets/ds004131/versions/1.0.1,BIDS Phenotype External Example Dataset,6/9/2022,6/9/2022,1,MRI - anat,Healthy / Control,"18-25, 26-34, 35-50, 51-65, 66+",,1,Observational,Healthy Research Volunteers (Controls) Phenotype Data,No,No,Human,,,"Thomas, Adam G."
708,ds004134,https://openneuro.org/datasets/ds004134/versions/1.0.0,Experience Sampling in Resting State,5/27/2022,5/27/2022,36,"MRI - func, MRI - anat",,"18-25, 26-34",ExpSamp,,,,No,No,Human,doi.org/10.1162/jocn_a_01025,Fluctuations of Attentional Networks and Default Mode Network during the Resting State Reflect Variations in Cognitive States: Evidence from a Novel Resting-state Experience Sampling Method,"Demertzi, Athena"
709,ds004141,https://openneuro.org/datasets/ds004141/versions/1.0.5,Targeting Dynamic Facial Processing Mechanisms in Superior Temporal Sulcus Using fMRI Neurofeedback ,5/31/2022,5/31/2022,20,"MRI - func, MRI - anat",,"18-25, 26-34","auditoryfeedback, faceexplocalizer, nofeedback, visualfeedback, unknown, Neurofeedback task using imagery of facial expressions based on a auditory interface, Localizer approach based on the contrast of dynamic facial expressions against static neutral faces plus moving dots. The target region had to be specifically responsive to dynamic facial expressions instead ofmere motion and/or the presence of a static face., Functional task using imagery of facial expressions without feedback (control run), Neurofeedback task using imagery of facial expressions based on a visual interface",,,,No,No,Human,,,"Castelo-Branco, Miguel"
710,ds004142,https://openneuro.org/datasets/ds004142/versions/1.0.1,Exploring the Neural Correlates of Feedback-Related Reward Saliency and Valence During Real-Time fMRI-Based Neurofeedback,6/13/2022,6/13/2022,10,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","nf, loc, V5/hMT complex localizer based on moving points (for more information please refer to Sousa, T., Direito, B., Lima, J., Ferreira, C., Nunes, U., & Castelo-Branco, M. (2016). Control of Brain Activity in hMT+/V5 at Three Response Levels Using fMRI-Based Neurofeedback/BCI. Plos One, 11(5), e0155961. https://doi.org/10.1371/journal.pone.0155961), Neurofeedback task based on the imagery of moving points (volitional modulation of v5/hMT complex)",,,,No,No,,,,"Castelo-Branco, Miguel"
711,ds004144,https://openneuro.org/datasets/ds004144/versions/1.0.2,"A behavioral, clinical and brain imaging dataset with focus on emotion regulation of females with fibromyalgia",6/6/2022,6/6/2022,66,"MRI - func, MRI - anat",Fibromyalgia,,"epr, rest, emo",,Case-Control,"Emotion Regulation, Fibromyalgia",No,No,Human,,,"Garza-Villarreal, Eduardo A."
712,ds004145,https://openneuro.org/datasets/ds004145/versions/1.0.0,GDMOffspring_MRI,8/19/2022,8/19/2022,49,MRI - anat,Gestational diabetes,,,,,Diabetes,No,No,Mouse,,,"Jung, Sangyong"
713,ds004146,https://openneuro.org/datasets/ds004146/versions/1.0.4,Queensland Twin Adolescent Brain (QTAB),6/3/2022,6/3/2022,417,"MRI - dwi, MRI - anat, MRI - func, MRI - perf",,"0-10, 11-17","rest, partlycloudy, emotionalconflict",,,,Yes,No,Human,,,"Wright, Margaret J."
714,ds004147,https://openneuro.org/datasets/ds004147/versions/1.0.2,Average Task Value,6/7/2022,6/7/2022,12,EEG,Healthy / Control,"18-25, 26-34, 35-50, 51-65, 66+",casinos,,,,No,No,Human,,,"Holroyd, Clay B."
715,ds004148,https://openneuro.org/datasets/ds004148/versions/1.0.1,A test-retest resting and cognitive state EEG dataset,6/13/2022,6/13/2022,60,EEG,Healthy / Control,"18-25, 26-34","eyes closed, mathematic, eyes open, memory, music",,"This dataset contains resting(eyes closed, eyes open) and cognitive(subtraction, music, memory) state EEG recordings with 60 participants during three experimental sessions together with sleep, emotion, mental health, and mind-wandering related measures",EEG,No,Yes,Human,,"Test-retest Reproducibility Comparison in Resting and the Mental Task States : A Sensor and Source-level EEG Spectral Analysis;Reproducibility of power spectrum, functional connectivity and network construction in resting-state EEG. ","Lei, Xu"
716,ds004151,https://openneuro.org/datasets/ds004151/versions/1.0.0,"Effect of obesity on inhibitory control in preadolescents during stop-signal 
task. An event-related potentials study",6/14/2022,6/14/2022,57,EEG,,,Stop-signal task,,Quantitative Studies,Inhibition and obesity,No,No,Human,,doi: 10.1016/j.ijpsycho.2021.04.003,"Larson-Prior, Linda"
717,ds004152,https://openneuro.org/datasets/ds004152/versions/1.1.2,Drum Trainer,6/14/2022,6/14/2022,21,EEG,Healthy / Control,"18-25, 26-34, 35-50",drumtrainer,,,,No,No,Human,,,"Hunt, Laurence T."
