"Title","Investigator","Institute","Fiscal Year","FOA Number","Funded Status","Project Number","Priority Area","Application ID"
"Neuroethics of Predictive MRI Testing: Parental Attitudes Towards Pre-Symptomatic Identification of Autism Spectrum Disorder","Macduffie, Kate E.","University Of Washington","2018","RFA-MH-18-510","Complete","1F32MH118689-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9667076"
"Structural, single-cell transcriptomic, and functional 3-photon mapping of spinal pain circuits","Kara, Prakash Kodandaramaiah, Suhasa B Vulchanova, Lyudmila H (contact)","University Of Minnesota","2019","RFA-NS-18-014","Active","1R34NS111654-01","Integrated Approaches","9746442"
"Mechanisms underlying large-scale coordination of cortical activity during perceptual decisions","Pinto, Lucas","Princeton University","2019","PAR-18-814","Active","1K99MH120047-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9754327"
"A Computational Miniature Mesoscope for Large-Scale Brain Mapping in Behaving Mice","Boas, David A Davison, Ian Gordon Tian, Lei  (contact)","Boston University (charles River Campus)","2019","RFA-EY-18-001","Active","1R21EY030016-01","Interventional ToolsMonitor Neural Activity","9693533"
"Non-Invasive Nanoparticle Platform for Tool Delivery to the Brain","Hochgeschwender, Ute H Rossignol, Julien  (contact) Sharma, Ajit","Central Michigan University","2019","RFA-EY-18-001","Active","1R21EY030012-01","Interventional ToolsMonitor Neural Activity","9693489"
"Visual coding in freely moving behavior","Niell, Cristopher M","University Of Oregon","2019","RFA-NS-18-014","Active","1R34NS111669-01","Integrated Approaches","9747079"
"Accurate and reliable computational dosimetry and targeting for transcranial magnetic stimulation","Gomez, Luis Javier","Duke University","2019","PAR-18-814","Active","1K99MH120046-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9751045"
"Motion Sequencing for All: pipelining, distribution and training to enable broad adoption of a next-generation platform for behavioral and neurobehavioral analysis","Datta, Sandeep R","Harvard Medical School","2019","RFA-NS-18-005","Active","1U24NS109520-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9654850"
"A genetically Encoded Method to Trace Neuronal Circuits in the Zebrafish Brain","Lois, Carlos Prober, David Aaron (contact)","California Institute Of Technology","2019","RFA-NS-18-014","Active","1R34NS111661-01","Integrated Approaches","9746823"
"Revealing the transcriptional and developmental mechanisms of interneuron identity","Crow, Megan","Cold Spring Harbor Laboratory","2019","PAR-18-814","Active","1K99MH120050-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9754408"
"Rapid Evaluation of Neuronal Activity in the Intact Whole-Brain at Single Cell Resolution","Wheeler, Damian G.","Translucence Biosystems Llc","2019","PA-18-871","Active","1R43MH119989-01","Circuit DiagramsInterventional ToolsMonitor Neural Activity","9776196"
"Dissecting circuits for local and long-range competitive inhibition in the mouse superior colliculus","Mysore, Shreesh P","Johns Hopkins University","2019","RFA-NS-18-014","Active","1R34NS111653-01","Integrated Approaches","9746311"
"Effects of standard fMRI calibrations on the diverse microvascular blood flow and oxygenation responses in cortical layers","Sencan, Ikbal","Massachusetts General Hospital","2019","PAR-18-814","Active","1K99MH120053-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9754481"
"Rapid and Agile Multi-Photon Optical Imaging Over Large Neural Volumes","Foster, Mark A","Johns Hopkins University","2019","RFA-EY-18-001","Active","1R21EY030011-01","Interventional ToolsMonitor Neural Activity","9693482"
"Circuit Dynamics for encoding and remembering sequence of events","Jafarpour, Anna","University Of Washington","2019","PAR-18-814","Active","1K99MH120048-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9753679"
"A compact, modular two-photon fiber-coupled microscope for in vivo all-optical electrophysiology","Gibson, Emily Kilborn, Karl  (contact)","3 I","2019","PA-18-871","Active","1R43MH119879-01","Circuit DiagramsInterventional ToolsMonitor Neural Activity","9777036"
"A Neural Systems Approach to Understanding the Dynamic Computations Underlying our Sense of Direction","Taube, Jeffrey Steven (contact) Van Der Meer, Matthijs","Dartmouth College","2019","RFA-NS-18-029","Active","1UF1NS111695-01","Integrated Approaches","9749522"
"Expanding access to open-source data acquisition software for next-generation silicon probes","Siegle, Joshua H","Allen Institute","2019","RFA-NS-18-005","Active","1U24NS109043-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9645567"
"Revealing neural computations through combined optical and electrical recordings","Field, Gregory Darin (contact) Sher, Alexander","Duke University","2019","RFA-NS-18-014","Active","1R34NS111645-01","Integrated Approaches","9745392"
"Relating functional MRI to neuronal activity: accounting for effects of microarchitecture","Blazejewska, Anna I","Massachusetts General Hospital","2019","PAR-18-814","Active","1K99MH120054-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9754470"
"Neural signatures of learning complex environments in the amygdala-prefrontal network","Barack, David","Columbia University Health Sciences","2019","PAR-18-814","Active","1K99DA048748-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9754494"
"BCI2000: Software Resource for Adaptive Neurotechnology Research","Brunner, Peter Schalk, Gerwin  (contact)","Wadsworth Center","2019","RFA-NS-18-005","Active","1U24NS109103-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9645884"
"Cortical dynamics underlying visual working memory","Resulaj, Arbora","University Of California, San Francisco","2019","PAR-18-814","Active","1K99EY030415-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9754448"
"Cortical Spatial Processing for Solving the Cocktail Party Problem","Han, Xue Sen, Kamal K (contact)","Boston University (charles River Campus)","2019","RFA-NS-18-014","Active","1R34NS111742-01","Integrated Approaches","9753613"
"Multilevel Analysis of Neuronal Computations Underlying the Robust Encoding of Sensory Information in the Mammalian Olfactory System","Arenkiel, Benjamin R Pfaffinger, Paul  (contact)","Baylor College Of Medicine","2019","RFA-NS-18-029","Active","1U01NS111692-01","Integrated Approaches","9749471"
"Understanding Brain Development Through the Lens of Metabolism","Bhaduri, Aparna","University Of California, San Francisco","2019","PAR-18-814","Active","1K99NS111731-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9754464"
"Flexible active electrodes for frequency-multiplexed large-scale neural recording","Johnston, Matthew L (contact) Minot, Ethan D","Oregon State University","2019","RFA-EY-18-001","Active","1R21EY030007-01","Interventional ToolsMonitor Neural Activity","9693438"
"A wearable high-density MEG system with uOPMs","Alem, Orang","Fieldline, Inc.","2019","PA-18-871","Active","1R43MH118154-01A1","Circuit DiagramsInterventional ToolsMonitor Neural Activity","9778503"
"Multiscale analysis of how the basal ganglia impact cortical processing in behaving mice","Jaeger, Dieter","Emory University","2019","RFA-NS-18-030","Active","1R01NS111470-01","Integrated Approaches","9738272"
"Investigating the response of CNS neurons to electric and magnetic stimulation","Fried, Shelley","Massachusetts General Hospital","2019","RFA-NS-18-018","Active","1R01NS110575-01","Cell TypeHuman NeuroscienceInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9716798"
"Rapid, single-cell level molecular phenotyping of intact brains via active immunohistochemistry","Bogart, Luke J (contact) Stirman, Jeffrey","Lifecanvas Technologies, Inc.","2019","PA-18-871","Active","1R43MH121158-01","Circuit DiagramsInterventional ToolsMonitor Neural Activity","9845254"
"Understanding the logic of the brain-wide olfactory bulb projectome","Albeanu, Dinu Florentin (contact) Koulakov, Alexei","Cold Spring Harbor Laboratory","2019","RFA-NS-18-030","Active","1R01NS111673-01","Integrated Approaches","9747001"
"Input-specific imaging and manipulation of synaptic plasticity underlying social memory","Phillips, Mary L","Max Planck Florida Corporation","2019","RFA-MH-18-510","Active","1F32MH120872-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9832833"
"Cortico-striatal representations of multisensory decision-making","Sun, Xiaonan","Feinstein Institute For Medical Research","2019","RFA-MH-18-510","Active","1F32MH120888-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9834241"
"Technology development for closed-loop deep brain stimulation to treat refractory neuropathic pain","Chang, Edward  (contact) Starr, Philip Andrew","University Of California, San Francisco","2019","RFA-NS-18-023","Active","1UH3NS109556-01","Human NeuroscienceInterventional ToolsMonitor Neural Activity","9655963"
"Circuit principles of demotivation in the decision to switch behaviors","Crickmore, Michael A","Boston Children's Hospital","2019","RFA-NS-18-030","Active","1R01NS111441-01","Integrated Approaches","9737617"
"Interrogating Biophysical Mechanisms of Magnetogenetic Cell Stimulation at Radio Frequencies","Liu, Chunlei","University Of California Berkeley","2019","RFA-NS-18-018","Active","1R01NS110554-01","Cell TypeHuman NeuroscienceInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9712554"
"ADVANCED NEXT GEENRATION RADIO FREQUENCY COILS FOR MAGNETIC RESONANCE IMAGING","Srinivasan, Ravi","Advanced Imaging Research, Inc.","2019","PA-18-871","Active","1R44MH119843-01A1","Circuit DiagramsInterventional ToolsMonitor Neural Activity","9842998"
"Interneurons differentially regulate discrete pathways from ventral hippocampus","Donegan, Jennifer","University Of Texas Hlth Science Center","2019","PAR-18-814","Active","1K99MH121355-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9806339"
"Neural Computations Underlying Vocal Sensorimotor Transformations","Long, Michael A","New York University School Of Medicine","2019","RFA-NS-18-030","Active","1R01NS113071-01","Integrated Approaches","9818181"
"Computational and circuit mechanisms of decision making","Shadlen, Michael Neil","Columbia University Health Sciences","2019","RFA-NS-18-030","Active","1R01NS113113-01","Integrated Approaches","9820088"
"Dissecting the dual role of dopamine in context-dependent and learned behaviors","Ruta, Vanessa","Rockefeller University","2019","RFA-NS-18-030","Active","1R01NS113103-01","Integrated Approaches","9819947"
"Proprioceptive Coding of Jaw Movement during Orofacial Behavior","Olson, William Paul","Johns Hopkins University","2019","RFA-MH-18-510","Active","1F32MH120873-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9832792"
"The Neuroimaging Data Model: FAIR descriptors of Brain Initiative Imaging Experiments","Keator, David Bryant","University Of California-irvine","2019","RFA-MH-19-146","Active","1RF1MH120021-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9795124"
"Defining the anatomical, molecular and functional logic of internal copy circuits involved in dexterous forelimb behaviors","Azim, Eiman","Salk Institute For Biological Studies","2019","RFA-NS-18-030","Active","1R01NS111479-01","Integrated Approaches","9739115"
"BRAIN INITIATIVE RESOURCE: DEVELOPMENT OF A HUMAN NEUROELECTROMAGNETIC DATA ARCHIVE AND TOOLS RESOURCE (NEMAR)","Delorme, Arnaud Majumdar, Amitava Makeig, Scott  (contact) Poldrack, Russell A","University Of California, San Diego","2019","RFA-MH-19-145","Active","1R24MH120037-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9795341"
"Cell-Specific Visualization of Endogenous Proteins","Mao, Tianyi Zhong, Haining  (contact)","Oregon Health & Science University","2019","RFA-MH-19-136","Active","1RF1MH120119-01","Cell TypeCircuit DiagramsInterventional ToolsMonitor Neural Activity","9805046"
"Canonical computations for motor learning by the cerebellar cortex micro-circuit","Brunel, Nicolas Hull, Court A Lisberger, Stephen G (contact) Medina, Javier F","Duke University","2019","RFA-NS-18-030","Active","1R01NS112917-01","Integrated Approaches","9814049"
"High-throughput Physiological Micro-connectivity Mapping in Vivo","Adesnik, Hillel","University Of California Berkeley","2019","RFA-MH-18-505","Active","1RF1MH120680-01","Cell Type","9822746"
"Re-engineering Rabies Virus","Wickersham, Ian R","Massachusetts Institute Of Technology","2019","RFA-MH-19-136","Active","1RF1MH120017-01","Cell TypeCircuit DiagramsInterventional ToolsMonitor Neural Activity","9795068"
"Axonal connectomics: dense mapping of projection patterns between cortical areas","Reid, R Clay","Allen Institute","2019","RFA-MH-18-505","Active","1RF1MH117820-01A1","Cell Type","9822860"
"A multimodal platform to bridge the experimental gap between behavioral, neuronal, and molecular studies","Cai, Dawen  (contact) Cui, Meng","University Of Michigan At Ann Arbor","2019","RFA-MH-19-136","Active","1RF1MH120005-01","Cell TypeCircuit DiagramsInterventional ToolsMonitor Neural Activity","9794177"
"Sensory recruitment by working memory: neuronal basis and neural circuitry","Noudoost, Behrad","University Of Utah","2019","RFA-NS-18-030","Active","1R01NS113073-01","Integrated Approaches","9818609"
"Efficiency and Safety of Microstimulation Via Different Electrode Materials","Cui, Xinyan Tracy","University Of Pittsburgh At Pittsburgh","2019","RFA-NS-18-018","Active","1R01NS110564-01","Cell TypeHuman NeuroscienceInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9713886"
"Exploring the role of reactive astrocytes in brain inflammation using a novel combinatorial strategy","Fiacco, Todd A (contact) Riccomagno, Martin Miguel Wilson, Emma Harriet","University Of California Riverside","2019","RFA-DA-18-018","Active","1R01DA048815-01","Cell TypeCircuit DiagramsInterventional ToolsMonitor Neural Activity","9800733"
"Building a Complete, Predictive, Data-Driven Model of Action Selection During Olfactory Navigation","Louis, Matthieu R. P. J. C. G.","University Of California Santa Barbara","2019","RFA-NS-18-030","Active","1R01NS113048-01","Integrated Approaches","9817551"
"The cerebro-cerebellar-basal-gangliar network for visuomotor learning","Fusi, Stefano Goldberg, Michael E. (contact) Strick, Peter","Columbia University Health Sciences","2019","RFA-NS-18-030","Active","1R01NS113078-01","Integrated Approaches","9818745"
"New approaches for single cell tagging, editing and profiling of glial cells in vivo","Hong, Weizhe","University Of California Los Angeles","2019","RFA-DA-18-018","Active","1RF1DA048811-01","Cell TypeCircuit DiagramsInterventional ToolsMonitor Neural Activity","9800386"
"Massively Multiplexed Gold Microprobe Arrays for Whole-Mouse-Brain Recording","Fang, Hui  (contact) Walker, Ross M","Northeastern University","2019","RFA-EY-18-001","Active","1R21EY030710-01","Interventional ToolsMonitor Neural Activity","9829405"
"Developing new tools for high throughput analysis of microcircuits and synapse ultrastructure using tagged vesicular transporters and deep learning.","Boassa, Daniela Hnasko, Thomas  (contact)","University Of California, San Diego","2019","RFA-MH-18-505","Active","1RF1MH120685-01","Cell Type","9822844"
